tweet_id,timestamp,text
86,2025-03-18T04:44:30Z,Diskusi publik tentang IKN semakin meningkat di media sosial.
87,2025-02-19T10:13:26Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
88,2025-02-13T21:24:29Z,Investasi swasta untuk proyek IKN terus bertambah.
89,2025-03-08T03:53:32Z,Program penghijauan di kawasan IKN mulai menunjukkan hasil positif.
90,2025-02-19T22:30:14Z,Investasi swasta untuk proyek IKN terus bertambah.
91,2025-03-15T12:30:33Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
92,2025-01-07T19:20:53Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
93,2025-01-26T10:36:57Z,Kekhawatiran publik mengenai dampak sosial IKN masih muncul.
94,2025-03-26T22:31:19Z,Kekhawatiran publik mengenai dampak sosial IKN masih muncul.
95,2025-01-08T21:32:45Z,Program penghijauan di kawasan IKN mulai menunjukkan hasil positif.
96,2025-01-27T16:21:46Z,Kekhawatiran publik mengenai dampak sosial IKN masih muncul.
97,2025-02-27T07:49:35Z,Pembangunan IKN terus berjalan sesuai rencana.
98,2025-02-04T00:46:31Z,Investasi swasta untuk proyek IKN terus bertambah.
99,2025-01-28T15:44:49Z,Kontroversi mengenai pendanaan proyek IKN masih menjadi perdebatan.
100,2025-01-13T04:13:10Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
101,2025-02-07T18:56:52Z,Proyek infrastruktur jalan dan hunian pekerja di IKN terus berkembang.
102,2025-02-02T22:55:36Z,Publik menunggu informasi terbaru mengenai progres Ibu Kota Nusantara.
103,2025-01-24T23:33:02Z,Perpindahan ASN ke IKN direncanakan berlangsung secara bertahap.
104,2025-03-27T07:51:36Z,Investasi swasta untuk proyek IKN terus bertambah.
105,2025-02-26T06:02:32Z,Investasi swasta untuk proyek IKN terus bertambah.
106,2025-03-23T00:57:43Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
107,2025-03-31T12:58:08Z,Publik menunggu informasi terbaru mengenai progres Ibu Kota Nusantara.
108,2025-02-07T16:23:14Z,Kontroversi mengenai pendanaan proyek IKN masih menjadi perdebatan.
109,2025-01-11T00:57:54Z,Partisipasi masyarakat dalam proses pembangunan IKN sangat penting.
110,2025-03-31T17:20:13Z,Partisipasi masyarakat dalam proses pembangunan IKN sangat penting.
111,2025-03-10T00:45:55Z,Kontroversi mengenai pendanaan proyek IKN masih menjadi perdebatan.
112,2025-01-10T18:22:03Z,Publik menunggu informasi terbaru mengenai progres Ibu Kota Nusantara.
113,2025-03-04T23:34:15Z,Perpindahan ASN ke IKN direncanakan berlangsung secara bertahap.
114,2025-03-06T20:13:27Z,Pemerintah mempercepat pembangunan fasilitas pendidikan di IKN.
115,2025-03-05T00:40:31Z,Pemerintah mempercepat pembangunan fasilitas pendidikan di IKN.
116,2025-01-11T03:10:31Z,Proyek infrastruktur jalan dan hunian pekerja di IKN terus berkembang.
117,2025-01-03T15:51:05Z,Pembangunan IKN terus berjalan sesuai rencana.
118,2025-01-12T23:56:06Z,Kekhawatiran publik mengenai dampak sosial IKN masih muncul.
119,2025-03-26T09:36:45Z,Investasi swasta untuk proyek IKN terus bertambah.
120,2025-02-02T17:55:49Z,Pembangunan IKN terus berjalan sesuai rencana.
121,2025-01-09T00:04:09Z,Investasi swasta untuk proyek IKN terus bertambah.
122,2025-03-13T23:42:11Z,Isu lingkungan menjadi perhatian dalam pembangunan IKN.
123,2025-01-02T20:05:38Z,Partisipasi masyarakat dalam proses pembangunan IKN sangat penting.
124,2025-03-31T10:02:40Z,Partisipasi masyarakat dalam proses pembangunan IKN sangat penting.
125,2025-02-02T09:20:43Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
126,2025-01-20T06:01:51Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
127,2025-01-25T18:29:56Z,Kekhawatiran publik mengenai dampak sosial IKN masih muncul.
128,2025-01-06T07:23:48Z,Program penghijauan di kawasan IKN mulai menunjukkan hasil positif.
129,2025-02-03T11:49:16Z,Kontroversi mengenai pendanaan proyek IKN masih menjadi perdebatan.
130,2025-02-27T17:11:51Z,Proyek infrastruktur jalan dan hunian pekerja di IKN terus berkembang.
131,2025-02-12T07:17:52Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
132,2025-01-14T04:00:47Z,Kekhawatiran publik mengenai dampak sosial IKN masih muncul.
133,2025-02-14T04:08:04Z,Partisipasi masyarakat dalam proses pembangunan IKN sangat penting.
134,2025-01-05T10:01:14Z,Partisipasi masyarakat dalam proses pembangunan IKN sangat penting.
135,2025-03-14T22:17:16Z,Publik menunggu informasi terbaru mengenai progres Ibu Kota Nusantara.
136,2025-02-15T07:52:31Z,Publik menunggu informasi terbaru mengenai progres Ibu Kota Nusantara.
137,2025-03-11T13:12:36Z,Diskusi publik tentang IKN semakin meningkat di media sosial.
138,2025-03-03T03:56:44Z,IKN diharapkan menjadi simbol kemajuan Indonesia.
139,2025-01-28T11:08:12Z,IKN diharapkan menjadi simbol kemajuan Indonesia.
140,2025-01-17T08:57:11Z,Program penghijauan di kawasan IKN mulai menunjukkan hasil positif.
141,2025-03-08T13:27:58Z,Program penghijauan di kawasan IKN mulai menunjukkan hasil positif.
142,2025-03-15T15:59:57Z,Publik menunggu informasi terbaru mengenai progres Ibu Kota Nusantara.
143,2025-02-12T16:26:47Z,Program penghijauan di kawasan IKN mulai menunjukkan hasil positif.
144,2025-03-16T20:51:31Z,Isu lingkungan menjadi perhatian dalam pembangunan IKN.
145,2025-02-05T15:09:12Z,Perpindahan ASN ke IKN direncanakan berlangsung secara bertahap.
146,2025-02-02T15:13:48Z,Perpindahan ASN ke IKN direncanakan berlangsung secara bertahap.
147,2025-03-21T12:24:01Z,Publik menunggu informasi terbaru mengenai progres Ibu Kota Nusantara.
148,2025-02-03T14:43:39Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
149,2025-03-14T07:21:51Z,IKN diharapkan menjadi simbol kemajuan Indonesia.
150,2025-03-03T11:26:41Z,IKN diharapkan menjadi simbol kemajuan Indonesia.
151,2025-02-13T00:44:44Z,Isu lingkungan menjadi perhatian dalam pembangunan IKN.
152,2025-01-05T02:47:28Z,IKN diharapkan menjadi simbol kemajuan Indonesia.
153,2025-01-07T14:50:22Z,Kekhawatiran publik mengenai dampak sosial IKN masih muncul.
154,2025-03-29T22:53:34Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
155,2025-02-15T12:41:59Z,Perpindahan ASN ke IKN direncanakan berlangsung secara bertahap.
156,2025-03-31T08:53:55Z,Pemerintah mempercepat pembangunan fasilitas pendidikan di IKN.
157,2025-02-07T08:54:39Z,Pemerintah mempercepat pembangunan fasilitas pendidikan di IKN.
158,2025-02-22T07:22:14Z,Pemerintah mempercepat pembangunan fasilitas pendidikan di IKN.
159,2025-03-27T07:03:25Z,IKN diharapkan menjadi simbol kemajuan Indonesia.
160,2025-03-17T05:55:25Z,Kekhawatiran publik mengenai dampak sosial IKN masih muncul.
161,2025-01-01T06:22:33Z,Pemerintah mempercepat pembangunan fasilitas pendidikan di IKN.
162,2025-01-06T13:15:46Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
163,2025-03-29T10:28:20Z,Isu lingkungan menjadi perhatian dalam pembangunan IKN.
164,2025-03-31T07:28:13Z,Diskusi publik tentang IKN semakin meningkat di media sosial.
165,2025-02-18T03:26:34Z,Perpindahan ASN ke IKN direncanakan berlangsung secara bertahap.
166,2025-02-09T05:46:05Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
167,2025-02-07T21:09:31Z,Pemerintah mempercepat pembangunan fasilitas pendidikan di IKN.
168,2025-01-26T01:04:08Z,Kekhawatiran publik mengenai dampak sosial IKN masih muncul.
169,2025-01-23T03:52:50Z,Investasi swasta untuk proyek IKN terus bertambah.
170,2025-03-19T04:34:34Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
171,2025-03-05T11:48:56Z,Perpindahan ASN ke IKN direncanakan berlangsung secara bertahap.
172,2025-03-31T19:38:37Z,Kontroversi mengenai pendanaan proyek IKN masih menjadi perdebatan.
173,2025-01-22T08:55:32Z,IKN diharapkan menjadi simbol kemajuan Indonesia.
174,2025-02-13T11:56:33Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
175,2025-03-30T14:13:25Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
176,2025-02-05T00:43:40Z,Pemerintah mempercepat pembangunan fasilitas pendidikan di IKN.
177,2025-01-02T14:50:27Z,IKN diharapkan menjadi simbol kemajuan Indonesia.
178,2025-03-05T19:19:31Z,Pembangunan IKN terus berjalan sesuai rencana.
179,2025-01-22T00:23:37Z,Isu lingkungan menjadi perhatian dalam pembangunan IKN.
180,2025-01-29T11:58:48Z,Kekhawatiran publik mengenai dampak sosial IKN masih muncul.
181,2025-02-06T15:11:07Z,Pembangunan IKN terus berjalan sesuai rencana.
182,2025-03-23T11:46:13Z,Isu lingkungan menjadi perhatian dalam pembangunan IKN.
183,2025-01-23T19:26:13Z,Diskusi publik tentang IKN semakin meningkat di media sosial.
184,2025-01-30T00:13:14Z,Isu lingkungan menjadi perhatian dalam pembangunan IKN.
185,2025-01-11T02:55:44Z,Kekhawatiran publik mengenai dampak sosial IKN masih muncul.
186,2025-01-11T07:38:13Z,IKN diharapkan menjadi simbol kemajuan Indonesia.
187,2025-01-30T08:42:07Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
188,2025-01-31T05:00:01Z,Partisipasi masyarakat dalam proses pembangunan IKN sangat penting.
189,2025-01-21T03:20:20Z,Pemerintah mempercepat pembangunan fasilitas pendidikan di IKN.
190,2025-03-22T07:27:05Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
191,2025-01-11T08:01:33Z,Pemerintah mempercepat pembangunan fasilitas pendidikan di IKN.
192,2025-01-19T18:38:05Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
193,2025-03-13T07:25:08Z,IKN diharapkan menjadi simbol kemajuan Indonesia.
194,2025-03-19T22:11:26Z,Isu lingkungan menjadi perhatian dalam pembangunan IKN.
195,2025-02-05T00:20:06Z,Investasi swasta untuk proyek IKN terus bertambah.
196,2025-01-03T01:56:43Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
197,2025-02-16T15:19:59Z,Perpindahan ASN ke IKN direncanakan berlangsung secara bertahap.
198,2025-02-20T10:36:34Z,Pembangunan IKN terus berjalan sesuai rencana.
199,2025-03-01T23:00:39Z,Pemerintah mempercepat pembangunan fasilitas pendidikan di IKN.
200,2025-01-14T05:20:45Z,Pembangunan IKN terus berjalan sesuai rencana.
201,2025-01-22T10:44:55Z,Kekhawatiran publik mengenai dampak sosial IKN masih muncul.
202,2025-03-25T07:59:12Z,Diskusi publik tentang IKN semakin meningkat di media sosial.
203,2025-02-14T00:12:39Z,IKN diharapkan menjadi simbol kemajuan Indonesia.
204,2025-03-21T12:45:08Z,Kontroversi mengenai pendanaan proyek IKN masih menjadi perdebatan.
205,2025-02-25T13:31:07Z,Kontroversi mengenai pendanaan proyek IKN masih menjadi perdebatan.
206,2025-01-13T06:09:27Z,Partisipasi masyarakat dalam proses pembangunan IKN sangat penting.
207,2025-02-05T20:26:09Z,Proyek infrastruktur jalan dan hunian pekerja di IKN terus berkembang.
208,2025-02-23T04:34:22Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
209,2025-01-01T06:37:23Z,Perpindahan ASN ke IKN direncanakan berlangsung secara bertahap.
210,2025-03-09T17:32:41Z,Partisipasi masyarakat dalam proses pembangunan IKN sangat penting.
211,2025-03-12T03:08:08Z,Pembangunan IKN terus berjalan sesuai rencana.
212,2025-02-15T12:39:32Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
213,2025-03-19T15:50:50Z,Kekhawatiran publik mengenai dampak sosial IKN masih muncul.
214,2025-01-08T12:37:13Z,Pemerintah mempercepat pembangunan fasilitas pendidikan di IKN.
215,2025-03-28T19:13:20Z,Isu lingkungan menjadi perhatian dalam pembangunan IKN.
216,2025-02-23T22:15:07Z,Partisipasi masyarakat dalam proses pembangunan IKN sangat penting.
217,2025-01-01T21:58:09Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
218,2025-02-15T03:20:20Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
219,2025-03-20T02:24:16Z,Kontroversi mengenai pendanaan proyek IKN masih menjadi perdebatan.
220,2025-02-08T04:46:49Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
221,2025-01-09T02:30:03Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
222,2025-02-10T07:21:25Z,Investasi swasta untuk proyek IKN terus bertambah.
223,2025-02-17T04:45:35Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
224,2025-02-11T13:58:45Z,Proyek infrastruktur jalan dan hunian pekerja di IKN terus berkembang.
225,2025-01-20T08:26:49Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
226,2025-02-19T02:33:29Z,Perpindahan ASN ke IKN direncanakan berlangsung secara bertahap.
227,2025-03-12T21:48:00Z,Investasi swasta untuk proyek IKN terus bertambah.
228,2025-02-19T23:11:49Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
229,2025-02-24T12:10:25Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
230,2025-03-13T11:00:09Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
231,2025-01-08T03:04:04Z,Pembangunan IKN terus berjalan sesuai rencana.
232,2025-03-23T20:27:18Z,Investasi swasta untuk proyek IKN terus bertambah.
233,2025-02-02T14:32:48Z,Kontroversi mengenai pendanaan proyek IKN masih menjadi perdebatan.
234,2025-03-26T07:20:35Z,Pembangunan IKN terus berjalan sesuai rencana.
235,2025-01-31T07:55:04Z,Investasi swasta untuk proyek IKN terus bertambah.
236,2025-03-10T22:23:30Z,Kontroversi mengenai pendanaan proyek IKN masih menjadi perdebatan.
237,2025-02-06T17:02:18Z,Publik menunggu informasi terbaru mengenai progres Ibu Kota Nusantara.
238,2025-03-16T09:51:45Z,IKN menawarkan peluang ekonomi baru bagi masyarakat.
239,2025-03-21T09:46:02Z,Program penghijauan di kawasan IKN mulai menunjukkan hasil positif.
240,2025-01-31T16:18:37Z,Diskusi publik tentang IKN semakin meningkat di media sosial.
241,2025-01-08T11:11:27Z,Perpindahan ASN ke IKN direncanakan berlangsung secara bertahap.
242,2025-03-04T02:17:09Z,Perpindahan ASN ke IKN direncanakan berlangsung secara bertahap.
243,2025-02-24T15:04:46Z,Isu lingkungan menjadi perhatian dalam pembangunan IKN.
244,2025-01-20T10:02:24Z,Partisipasi masyarakat dalam proses pembangunan IKN sangat penting.
245,2025-02-01T05:48:24Z,IKN diharapkan menjadi simbol kemajuan Indonesia.
246,2025-03-09T23:08:29Z,Publik menunggu informasi terbaru mengenai progres Ibu Kota Nusantara.
247,2025-01-27T23:56:34Z,Publik menunggu informasi terbaru mengenai progres Ibu Kota Nusantara.
248,2025-01-27T01:56:00Z,Kekhawatiran publik mengenai dampak sosial IKN masih muncul.
249,2025-03-07T12:36:58Z,Proyek infrastruktur jalan dan hunian pekerja di IKN terus berkembang.
250,2025-01-13T15:24:18Z,Publik menunggu informasi terbaru mengenai progres Ibu Kota Nusantara.
251,2025-03-18T21:23:48Z,Pemerintah mempercepat pembangunan fasilitas pendidikan di IKN.
252,2025-01-27T04:36:45Z,Program penghijauan di kawasan IKN mulai menunjukkan hasil positif.
253,2025-02-25T10:17:21Z,IKN diharapkan menjadi simbol kemajuan Indonesia.
254,2025-02-06T13:13:48Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
255,2025-02-04T03:25:32Z,Program penghijauan di kawasan IKN mulai menunjukkan hasil positif.
256,2025-02-07T07:58:34Z,Isu lingkungan menjadi perhatian dalam pembangunan IKN.
257,2025-01-01T03:47:25Z,Proyek infrastruktur jalan dan hunian pekerja di IKN terus berkembang.
258,2025-03-19T10:16:33Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
259,2025-01-20T19:15:28Z,Proyek infrastruktur jalan dan hunian pekerja di IKN terus berkembang.
260,2025-01-15T04:47:43Z,Proyek infrastruktur jalan dan hunian pekerja di IKN terus berkembang.
261,2025-02-05T19:56:36Z,Kontroversi mengenai pendanaan proyek IKN masih menjadi perdebatan.
262,2025-02-08T01:34:39Z,Pembangunan IKN terus berjalan sesuai rencana.
263,2025-01-11T20:19:57Z,Pembangunan IKN terus berjalan sesuai rencana.
264,2025-02-03T12:43:56Z,Isu lingkungan menjadi perhatian dalam pembangunan IKN.
265,2025-01-30T23:40:25Z,Proyek infrastruktur jalan dan hunian pekerja di IKN terus berkembang.
266,2025-01-03T11:28:23Z,Program penghijauan di kawasan IKN mulai menunjukkan hasil positif.
267,2025-03-05T10:23:28Z,Diskusi publik tentang IKN semakin meningkat di media sosial.
268,2025-01-09T11:33:25Z,Diskusi publik tentang IKN semakin meningkat di media sosial.
269,2025-02-08T13:22:23Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
270,2025-02-27T22:14:48Z,IKN diharapkan menjadi simbol kemajuan Indonesia.
271,2025-02-07T19:12:08Z,Isu lingkungan menjadi perhatian dalam pembangunan IKN.
272,2025-03-15T05:19:30Z,Pembangunan IKN terus berjalan sesuai rencana.
273,2025-02-27T00:59:03Z,Partisipasi masyarakat dalam proses pembangunan IKN sangat penting.
274,2025-03-03T23:23:02Z,Kontroversi mengenai pendanaan proyek IKN masih menjadi perdebatan.
275,2025-03-31T17:13:45Z,Investasi swasta untuk proyek IKN terus bertambah.
276,2025-03-10T18:29:08Z,Investasi swasta untuk proyek IKN terus bertambah.
277,2025-01-18T10:07:33Z,Perpindahan ASN ke IKN direncanakan berlangsung secara bertahap.
278,2025-02-20T15:06:36Z,IKN diharapkan menjadi kota pintar berbasis teknologi modern.
279,2025-02-02T23:09:27Z,Proyek infrastruktur jalan dan hunian pekerja di IKN terus berkembang.
280,2025-01-26T17:32:44Z,Partisipasi masyarakat dalam proses pembangunan IKN sangat penting.
281,2025-01-23T09:53:51Z,Pembangunan IKN terus berjalan sesuai rencana.
282,2025-03-21T19:14:00Z,IKN diharapkan menjadi simbol kemajuan Indonesia.
283,2025-01-29T10:30:41Z,Kontroversi mengenai pendanaan proyek IKN masih menjadi perdebatan.
284,2025-01-31T10:30:24Z,Publik menunggu informasi terbaru mengenai progres Ibu Kota Nusantara.
285,2025-03-23T06:08:37Z,Investasi swasta untuk proyek IKN terus bertambah.
286,2025-01-04T09:15:13Z,Publik menunggu informasi terbaru mengenai progres Ibu Kota Nusantara.
287,2025-02-03T09:47:25Z,Pembangunan IKN terus berjalan sesuai rencana.
288,2025-01-03T13:00:38Z,Program penghijauan di kawasan IKN mulai menunjukkan hasil positif.
289,2025-03-21T00:31:48Z,Investasi swasta untuk proyek IKN terus bertambah.
290,2025-03-28T00:10:30Z,Diskusi publik tentang IKN semakin meningkat di media sosial.
291,2025-01-18T06:57:59Z,Partisipasi masyarakat dalam proses pembangunan IKN sangat penting.
292,2025-01-08T21:59:27Z,Isu lingkungan menjadi perhatian dalam pembangunan IKN.
293,2025-03-30T19:49:08Z,Perpindahan ASN ke IKN direncanakan berlangsung secara bertahap.
294,2025-03-27T03:23:11Z,Diskusi publik tentang IKN semakin meningkat di media sosial.
295,2025-01-15T15:10:20Z,Kontroversi mengenai pendanaan proyek IKN masih menjadi perdebatan.
296,2025-01-27T15:03:38Z,Kontroversi mengenai pendanaan proyek IKN masih menjadi perdebatan.
297,2025-02-18T11:47:15Z,Perpindahan ASN ke IKN direncanakan berlangsung secara bertahap.
298,2025-01-02T06:56:39Z,Program penghijauan di kawasan IKN mulai menunjukkan hasil positif.
299,2025-02-06T11:10:23Z,Isu lingkungan menjadi perhatian dalam pembangunan IKN.
